 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1511459,201801,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,No Aircraft,,,,,,,,,,,,,,Scheduled Maintenance,Work Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Lead Technician,Maintenance Airframe; Maintenance Powerplant,,,Situational Awareness,,,1511459,,,,,,,,,,,,Ground Event / Encounter Other / Unknown,,,Person Maintenance,Routine Inspection,General Maintenance Action,Equipment / Tooling,Equipment / Tooling,"Local mechanics were performing servicing of a crew oxygen bottle using an oxygen servicing booster. The bottle to be serviced was connected; shop air was supplied to the oxygen booster (after the incident the shop air supply source was found set to 150 psi); the oxygen source bottle was opened (the mechanic noted that the source bottle was at 2000 psi); the crew bottle was opened; and the oxygen booster was turned on to begin servicing. The mechanic reported the booster applied 3 pumps into the crew bottle to service it to the desired pressure. The crew bottle was turned off; the oxygen booster was turned off; then the source bottle was closed. Immediately after the source bottle was closed the mechanics in the vicinity reported a flash and loud explosion. After the explosion a large scorch mark was noted on the wall directly behind the oxygen booster and an adapter kit that was on the shelf behind it. A brass cap on the back of the booster appeared to be the discharge location of the blast. Upon close inspection the cap and the line behind it had signs of exposure to extreme heat. As that cap was facing the wall the explosive force was directed back and up away from the mechanics performing the servicing. No personnel were harmed by shrapnel or the direct force of the blast. The only injuries reported were minor hearing loss directly after the explosion. As I am not familiar with the internal working of the oxygen booster that was being used I cannot speculate to the cause of a mechanical failure. Based on the witness statements of the 3 mechanics present standard procedures were followed and no unsafe activities were reported. The report of a flash; signs of a high temperature discharge; and presence of oxygen suggests possible ignition fueled by the oxygen. No obvious sources of ignition were found anywhere near the oxygen storage area of the shop. The external safety valves mounted on the oxygen booster had no obvious visual defects. As I was the Lead on duty the mechanics present reported the incident to me directly after it occurred. We have taken the oxygen booster out of service. I took statements from all personnel present and submitted an incident report to Maintenance Control.",,,,"A Maintenance Supervisor reported that an oxygen servicing booster blew a brass cap due to extreme heat.",
1513755,201801,,MIA.Airport,FL,,,,,,,,,Daylight,,,,,No Aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,,,,1513755,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Dispatch,Pre-flight,General None Reported / Taken,Equipment / Tooling,Equipment / Tooling,"Government TAF for MIA was showing in Sabre. WSI (private weather service) TAF for MIA was not showing in sabre; but was issued. Government TAF did not require an alternate. WSI TAF did require an alternate. WSI TAF is controlling. Some flights into MIA were not holding alternates when they were required to.",,,,"Air carrier Dispatcher reported some shortcomings with their software tool.",
1513813,201801,0601-1200,MEZ.Airport,AR,,5,,2700,,IMC,Rain; Turbulence; Windshear; 5,,Daylight,900,,Center ZME,Personal,PA-32 Cherokee Six/Lance/Saratoga/6X,,1,Part 91,IFR,Personal,,Final Approach,Direct,Class E ZME,,,,,,,,,,,,,,,,,,,,,,,,Cockpit Furnishing,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 11; Flight Crew Total 485; Flight Crew Type 485,,Human-Machine Interface,,,1513813,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Executed Go Around / Missed Approach,Aircraft; Weather; Equipment / Tooling,Equipment / Tooling,"I was on [an] IFR flight plan [to] MEZ. This was uneventful until the final approach segment of RNAV (GPS) RWY 17 approach at MEZ (destination). I had entered and remained in IMC at approximately 5;500 feet MSL.The first part of the approach from IAF GARKE; inbound turn at DAVDE; FAF at GOSBE went as planned. Shortly after passing the next fix; NATBE; I reached for the throttle control to make a power adjustment. The air was turbulent and caused my hand to bump the avionics master switch located just to the left of the throttle control on my panel. This completely and immediately shut off all of the avionics. I immediately flipped the switch back on; but everything had to reboot from scratch.In the meantime; I was still in solid IMC. I called a missed approach with Memphis Center and proceeded to climb. Although I had briefed the approach procedure beforehand; I erroneously made a climbing right turn instead of the published climbing left turn. I proceeded to MISSED APPROACH POINT/IAF DAVDE (outbound) where I performed a procedure turn to re-establish on the inbound approach course. Strong winds and turbulence at that time made it challenging to maintain course; altitude and airspeed; but I was able to establish a stabilized approach by the time of reaching DAVDE (inbound). I entered VMC at approximately 1;900 feet MSL and made an uneventful landing at MEZ.The root cause of this event was the accidental/unexpected shutdown of my avionics inside the final approach fix and the subsequent distractions I encountered getting this corrected while trying to maintain control of the aircraft (single pilot) in turbulent IMC conditions. I am going to investigate having a protective switch cover placed over the avionics master switch.",,,,"A Piper PA-32 pilot reported inadvertently turning off the avionics master switch while reaching for the throttle inside the final approach fix on an RNAV approach in IMC. A right turn was executed incorrectly instead of the published left turn on the subsequent missed approach.",
1514345,201801,,,,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,IFR,Passenger,FMS Or FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,ACARS,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,,,,Distraction; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1514345,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft; Equipment / Tooling,Equipment / Tooling,"ACARS bleeds through on active radio frequency. This causes the flight crew to have to ask ATC to repeat clearances. THIS IS A MAJOR SAFETY ISSUE. Company and Airbus have known about this for well over a year and have done nothing about it. My next complaint goes to Occupational Safety and Health Administration (OSHA); as this most certainly is an occupational safety issue.Maybe everybody could stop doing reports for one another and actually get something done? Director of safety might step up to the plate and earn his paycheck? Company needs to fix this. My license is on the line every time I miss a call or a clearance due to this equipment malfunction. Federal law requires that I am afforded a safe work environment and the lack of action on Airline's behalf assures that I will not have one under its current management. This a slap in the face because it says 'we don't care.'",,,,"A320 First Officer reported that the ACARS bleeds through on active radio frequency and causing a communications difficulties between flight crew and ATC; and it is an occupational hazard.",
1516516,201802,0001-0600,ZZZ.ARTCC,US,,,,32000,,VMC,,,,,,Center ZZZ,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Climb,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,,,,1516516,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,,,,1516774,Flight Deck / Cabin / Aircraft Event Passenger Electronic Device; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,Y,Person Flight Attendant,In-flight,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Equipment / Tooling; Procedure; Company Policy,Equipment / Tooling,"During the climb at approximately FL320 we received a cabin call from the flight attendants that there was smoke in the cabin. We immediately [advised] center and were given direct routing to ZZZ which was 66 miles ahead after turning back to the east. Flight attendants called back shortly to report that a passenger's cell phone was on fire. Shortly after that another call was made to the flight deck reporting that the fire was extinguished by placing it in the FWD lav sink and running water over it continuously. Another call was made subsequent to that advising us that the smoke had dissipated in the cabin. We continued on to ZZZ and landed without any further incident. After landing I stopped the aircraft on the taxiway and called the flight attendants to make sure everything was still under control. It was; and NO evacuation was warranted and we proceeded the gate and was met by ZZZ fire department who quickly boarded the Aircraft and removed the faulty cell phone and its associated defective charger which was now in a galley ice drawer filled with ice and water and completely extinguished. 3 passengers suffered minor hand burns while handling the overheated phone to get it to the FWD lav sink. After talking with several of the flight attendants afterward; I don't believe the phone was ever actually on fire; but overheating [to] the extent that it was burning the plastic casing and if it had not been immersed in water and ice may have eventually caught fire.",,"During climb at approximately FL320 a FA called the cockpit. The Captain took the call and I overheard the part of the conversation on the speaker regarding smoke/fire. At that time we had the overhead light on but did not see any smoke in the cockpit. I asked if he wanted an [immediate] divert and he said yes. I informed ATC of the [situation] and asked for vectors to nearest airport. They gave us a left turn to the southeast and a descent. I told the Captain that I was taking control and initiated the turn and expedited descent. After we got headed that way; the Captain said he was back on and took the controls back. I changed the FMS to new destination of ZZZ. ATC suggested runway 1L and I loaded that. I had time to run the landing numbers for 1L. It was already the longest runway available. I referenced the overweight landing checklist and briefed the captain on the touchdown limitations. It was visual conditions; we had just enough time for a quick brief and approach checklist. We were informed that the PED's (Personal Electronic Device) smoke/fire was out and contained in the forward lav. I got a quick call out to ops and told them to start working on a gate. Once we were told the fire/smoke was out; the Captain and I discussed the exit/taxi plan. The landing was uneventful and the Captain greased it on the runway at about -200 fpm descent rate at touchdown. We taxied clear and stopped in order to verify with the FA's that the cabin situation was still contained. We were told the situation was unchanged so we taxied to the gate. The Captain asked me to talk to the passengers. I made a PA to the passengers that the aircraft was in a safe state and to remain seated once we parked to allow for firefighters to remove the device. AARF followed us to the gate. Once parked I opened the cockpit door and the FA asked if paramedics were meeting the aircraft. This was the first time that we were informed of any injuries. I returned to the cockpit and asked ATC Ground control to call the Medics if not done so already. However it later appeared that the Medics were already included in the initial response. I believe that 3 passengers were treated for burn related injuries. After we parked; I sent a quick ACARS text to Dispatch with a few words summary. Later I called maintenance control and let them know that landed overweight and that the Captain put it in the logbook.Why doesn't the cabin have fire gloves? Why don't we have a PED fire bag like other airlines? It would be helpful; from a situational awareness perspective; if when the FA's call with information; they say who they are and where they are in the aircraft or say the location of the event. 'We have smoke/fire' is a good start; but could be better. 'This is [name] in back and we have fire.' Or; 'there smoke near the forward lav.' Or maybe it would be better to just talk to the same FA as an event liaison so that the communicators know the history of the information. Along the lines of an FA event liaison; perhaps a checklist attached to the inter-phone cord could be a good reminder of information to give the flight deck during an emergency; such as passenger injury information. Kudos to airport ops for answering the company frequency; they provided an immediate response each time I called in; which was a big help.",,"A320 flight crew reported a cell phone fire in the cabin led to a diversion and landing.",
1516868,201802,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-900,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,Repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1516868,,,,,,,,,,,,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,,Aircraft Aircraft Damaged; General Maintenance Action,Equipment / Tooling,Equipment / Tooling,"During the day I was tasked to replace a part on the aircraft. As I was replacing the part using Aircraft Maintenance Manual (AMM) 27-03-01 I hooked up a hoist that was called out for tooling in the AMM. As the part was being replaced the hoist snapped causing damage to the aircraft. I notified my lead and supervisor. We took photos of the broken tooling. Our tooling supervisor took the tooling and was sending it to the manufacture to see why the tooling failure occurred. Maintenance Control was notified and aircraft was placed out of service to repair damage.I believe this was a manufacture defect; but I think this tooling should be inspected at all stations to be safe.",,,,"Maintenance Technician reported the external equipment hoist failed and damaged the aircraft.",
1518874,201802,1801-2400,ZZZ.ARTCC,US,,,,9000,,IMC,Turbulence; Snow; Icing; Fog; 1,,Night,700,,Center ZZZ,Air Carrier,Caravan Undifferentiated,,2,Part 135,IFR,Passenger,,Initial Approach,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Navigational Equipment and Processing,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 300; Flight Crew Total 3795; Flight Crew Type 2000,,Confusion; Human-Machine Interface; Situational Awareness,,,1518874,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem; Flight Crew Diverted,Equipment / Tooling; Weather; Human Factors,Equipment / Tooling,"I was the Pilot in Command (PIC) and Pilot Flying (PF) for Aircraft X. This was the last scheduled flight for myself and my First Officer (FO). We had been scheduled to swap aircraft by leaving the one in which we had been operating all day Aircraft Y with the present Aircraft X. This was our first flight of the day in Aircraft X. We completed a thorough preflight upon aircraft acceptance and discovered that the previous crew neglected to note a severely bald tire when they had accepted the aircraft from a 100 hour inspection. This caused us concern; as we were unsure how thorough the acceptance preflight had been.Weather was marginal in the area throughout the day; but legal at the time of departure and the intended time of arrival. As we approached ZZZ; however; visibility on the AWOS dropped precipitously. Upon our arrival; weather was below the required minimums to initiate an approach. I obtained a holding clearance and held at 9000 feet over the ZZZ VOR; as published. After approximately 30 minutes; a jet aircraft departed from ZZZ and reported that conditions were still deteriorating on the field.We prepared to initiate a diversion to our filed alternate. As we began to set up for this maneuver and before we requested clearance; I noted that that the lubber line of the needle of my HSI was fluctuating back and forth rapidly. I had my First Officer confirm this observation. I confirmed that the instrument was set to 'GPS' on the Garmin 530 and that a distant 'direct to' point was selected. I also had my First Officer confirm this. The Number 2 VOR omni was set identically and not having the same faulty indications. We discussed the situation and determined together that the HSI instrument could not be relied upon safely.Because we were in actual IMC and on an instrument flight plan at this time; I directed my First Officer to notify Center of the loss of instrumentation; per FAR 91.183(c) and 91.187. Before discovering this loss of instrumentation; my copilot and I noted conditions at surrounding airports had deteriorated to low visibilities and that conditions were optimal for icing (+/- 5 degrees and periods of visible moisture). In fact; during the hold; we had developed approximately ?? inch of rime ice on the wings. Although I knew it was warmer below us; we had slowly been adding power to maintain a constant airspeed. Based on the information available from our onboard weather; ZZZ1 was reporting 7-mile visibility and was close. All other reasonably nearby airports were now reporting?? Mile visibility or below. I instructed my First Officer to simultaneously [advise ATC of our situation] based upon the need for urgency and to notify ATC that we intended to now land at ZZZ1. Factors were combining to produce a situation that was not immediately dangerous but which could result in a catastrophic event if not properly addressed.We proceeded to ZZZ1 as vectored for the RNAV (GPS) Runway 25; which we could still execute on our Number 2 VOR (which is connected to an instrument-approved Garmin 430). The Number 2 VOR omni has a glideslope as well. Although I removed the HSI from my scan; I did direct my FO to activate the localizer on that instrument so I could determine if that part of it was working. At the same time; I had him pull the RNAV (GPS) Runway 25 on the Garmin 530 screen for situational awareness. We confirmed more faulty indications on the HSI when set to 'VLOC' and tuned into the localizer. The HSI directed us far left of the RNAV (GPS) 25 centerline and significantly short of the actual runway and RNAV (GPS) 25 glideslope on VOR Number 2. It is also possible that the HSI directional compass card was processing; even though it is an electrical instrument. At any rate; the HSI was entirely not reliable and classically misleading so it had to be faulty.We were able to fully and safely execute the RNAV (GPS) Runway 25 approach on the VOR Number 2 indications; substituting the Secondin Command's directional gyro for the HSI altogether; utilizing the 430 and 530 screens; and working together with effective CRM. Together; we were capable of completing the flight from the discovery of the problem to ZZZ1 without violating ATC assigned altitudes or limits.We notified ATC of our safe arrival; asked them for a contact number so we could reach them after this event and taxied to the ramp. After shutdown; we immediately contacted our operations and began making alternate travel arrangements for our passenger; who was unaware of the circumstances surrounding incident.As after action; I continue to press our ops department not to dispatch new aircraft to crews on the last flight of the day. While my crew and I preflighted the aircraft as good as possible; it is not possible to locate all faults prior to flight. Fatigue from being on the completion end of a [long] duty period as well as constant operations by my crew and I over the last several days also played a clear factor. Icing; although manageable; further complicated the options on the table. In retrospect; this was probably handled to the best capability of the crew under the operational circumstances present.",,,,"C208 pilot reported a loss of the HSI in IMC conditions resulting in a diversion.",
1519817,201802,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,FMS Or FMC,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Troubleshooting,,,1519817,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General None Reported / Taken,Environment - Non Weather Related; Equipment / Tooling,Equipment / Tooling,"This report is in response to the company's resolution to the nose gear wheel-well being blocked by the nose wheel-lifting tug. This bulletin is reducing the level of safety for expedience and convince of airport operations. The B737 flight manual lists the current preflight inspection requirements. Over the years; I have found broken bonding wires; screwdrivers; and loose taxi light assembly mounting bolts. Loose taxi light mounting bolts are quite common.With this said; the B737 nose profile height is much lower than that of other fleet types; and these tugs block access much more to the B737 than to other aircraft types. As the bulletin requires the checking of the locking gear pin be removed; well this cannot be done without getting on your hands and knees to look under the nose gear door between the tug and nose wheel; and in the case of the tug design used; the access to the locking pin area is totally blocked.",,,,"B737 Captain reported having difficulties with completing the preflight check when the nose wheel-lifting tug is connected.",
1520990,201802,0601-1200,,,,,,,,,,,Daylight,,,,Air Carrier,Medium Large Transport,,2,Part 121,IFR,Passenger,FMS Or FMC,Cruise,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),,,Service,,,,1520990,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant; Person Passenger,In-flight,Flight Crew Overcame Equipment Problem,Equipment / Tooling,Equipment / Tooling,"As I prepared my cart for service; I heard a passenger yell fire. There was smoke and flames coming from [the] row where a backpack was on fire. I called the flight deck and told them there was a cabin fire and that I was going to fight the fire and would get back with them once it was extinguished. I took the halon fire extinguisher back to [the] row where the burning backpack was pulled out into the center isle and I discharged the contents of the halon fire extinguisher on the burning backpack. The fire was extinguished and I retrieved the AvSax yellow bag and according to instructions filled it with water; placed the still hot battery inside the bag and sealed it. It was a double A lithium battery which I believe caused the fire.",,,,"Flight Attendant reported extinguishing an in-flight lithium battery fire.",
1521568,201802,1201-1800,MMH.Airport,CA,,,,,,,,,Daylight,,,CTAF MMH,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,GPS,Final Approach,,Class E MMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness,,,1521568,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Flight Crew,In-flight,General None Reported / Taken,Airport; Equipment / Tooling,Equipment / Tooling,"A report was filed regarding the lack of pilot controlled runway lights during daytime at MMH. Today that condition still exists. Several safety issues are evident. Airport Diagram indicates MIRL Pilot Control Lighting (PCL) is available on both runways. There is no note it is nighttime only. Runway 27 is serviced by two RNAV approaches. RNAV GPS 27 CAT C MDH 1;283 ft with required visibility of 3 miles. With a VDP at 4.0 miles acquiring the runway environment with visibility in the 3-4 mile range would be enhanced with daylight enabled PCL. RNAV (RNP) M RWY 27 CAT C DH of 250 ft and required visibility of 3 miles. In visibility of 3 miles and thin layer of snow it is very difficult to acquire and maintain runway boundaries visually with just PAPI during daytime operations. Other considerations where day PCL would enhance safety. Close proximity freeway parallel to runway and unlit parallel taxiway. PCL would clearly differentiate runway for thoseRunway 9 is service by on RNAV approach:RNAV (RNP) M RW 09. CAT C DH 265 ft and required visibility 3 miles. Without day PCL similar issues are present as with runway 27. Additional other issues unique to runway 9 arise that compromise safety in operations to runway 9; day; 3 mile visibility.1. Approaching runway 9 there is a chevron marked paved 3;500-foot runway 27 overrun. With a thin layer of snow; no PAPI; no REIL and no PCL it would be very easy to think the landing surface is below you and actually land in the overrun.2. Considering most if not all [Company] operations to below 300 ft and 3 mile visibility are at airports with a control tower with operational control of the runway lights this is a very unique airport configuration for [company] pilots.3. Due to the distance of the Google Earth [view] of the approach to runway 9 it does not reflect the illusion the runway 27 overrun creates with snow covering paved surfaces or in 3 mile visibility conditions.4. Close up of the overrun; the cross paved connector from the overrun to parallel parking apron taxiway. Covered with a thin layer of snow and low visibility creates an illusion the runway 9 landing surface is well before the actual runway 9 threshold. Additionally; none of these attributes are evident on Google Earth.Suggestions:1. Add note on dispatch release that daytime PCL are only available with prior contact with airport operations.2. Make PCL available during daylight operations without prior contact with airport operations.3. Install PAPI right side runway 9.4. Install REIL runway 9.5. Company produce video to runway 9 highlighting above safety issues.6. Mandate MMH as a special qualification airport requiring sign off.",,,,"Air carrier pilot reported the lack of Pilot Controlled Lighting during daylight hours at MMH makes it difficult for crews to discern the runway boundary.",
1522012,201802,0001-0600,,,,,0,,,,Rain,,Night,,,,Air Carrier,B737-800,,,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,Repair,,,,,,,,,,,,,,,,,,Rudder,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,,,,Situational Awareness; Workload,,,1522012,Hangar / Base,,Air Carrier,Technician,,,,Workload; Situational Awareness,,,1522327,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,Routine Inspection,Aircraft Aircraft Damaged; General Maintenance Action,Aircraft; Equipment / Tooling; Procedure,Equipment / Tooling,"Installing rudder Aircraft X. First off I'd like to mention we have difficulties R&R 737-700 rudders at this location let alone an 800; Inadequate facilities/tooling for Routine Overnight Maintenance (RON) mechanics to perform this maintenance on an overnight task; unless/maybe we were able to use [some of our other maintenance bays]. Tasked to remove and replace Aircraft X's rudder last night in bay X; overhead crane in this hangar not at sufficient height to perform this task without trying to jump through some hoops (modifying the sling by routing/shortening the web straps through the sling upper casting body and trying to jack the nose of the aircraft to lower tail section for sling usage) this is whats done to perform 700 rudder change; now input an 800 aircraft which is approximately 24' longer; try jacking the nose of aircraft which is outside on ramp on a decline position. Which was attempted numerous times and different configurations (unable to properly seat jacks safely-almost rolled aircraft off jack at one attempt). So supervision instructed us to install rudder using company crane with an added extension arm installed on this crane outside on washrack; this was already attempted by earlier shift with huge headaches and misgivings. We attempted rudder installation outside with crane usage and sling checked out from toolcrib. After lengthy amount of time and manpower (6 mechanics 1 crane operator) we were able to get #1 hinge bolt installed with some degree of difficulty along with numerous scratches; dings; and paint chips. Upon mechanic repositioning to start other bolt installations; the left hand side of sling swivel shackle gave way (popped out) of fitting that's bolted to rudder. Rudder slightly settled down or lodged itself in place due to #1 bolt being installed; it also wedged itself on top or against main Power Control Unit (PCU) actuator. Heavy rain and weather with lightning approached rapidly. Supervisor had us secure rudder in place with rope. No other sling in stock or replacement parts/hardware available at that time. Left in that configuration; due to shift turnover; and heavy weather. Don't know the exact or extent of any damage caused from this operation. Would like to be informed what was damaged or replaced.",,"[Report narrative contained no additional information.]",,"Two Maintenance Technicians reported that replacing a rudder on a 737 became a very difficult task due to inadequate equipment.",
1522589,201802,0601-1200,ZZZ.Airport,US,,,0,,,IMC,Snow,,Daylight,,,Tower ZZZ,Air Taxi,Gulfstream V / G500 / G550,,2,Part 135,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helicopter,,1,,,,,,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Taxi,Other / Unknown,,,,Training / Qualification; Confusion; Situational Awareness; Time Pressure; Workload,,,1522589,,,,,,,,,,,,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,Pre-flight,General None Reported / Taken,Human Factors; Weather; Equipment / Tooling,Equipment / Tooling,"It was snowing upon landing. Snow was not forecast to start till [later]; [Crew member and I] began to look into deice options. During the course of the morning we removed the melting snow from the aircraft with soft rubber squeegees. [We] secured a bucket truck and personnel to assist with precipitation removal from the tail as we were informed deice services were no longer available at the airport.Concurrently with the arrival of our passengers and aircraft owner; a helicopter service was secured to assist with the removal of melting snow. The helicopter flew over head as requested. The helicopter landed and the helicopter became airborne and approached the tail. We immediately realized that an additional attempt to pass overhead was about to occur. I made my way to the cockpit and contacted ground control requesting they contact the pilot of the helicopter to have him stop the operation. An additional attempt was made on tower frequency. It was shortly after this the helicopter landed and operations in this effort stopped.In reflection; this procedure was not an acceptable means of snow removal. Failure to immediately report these events was in poor form and I know this is unacceptable. I can not recall a time when I failed to maintain my 'safety first' standard and know it will not be repeated.",,,,"Gulfstream G550 pilot reported safety issues with melting snow removal procedures via helicopter service.",
