 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1689793,201910,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B777 Undifferentiated or Other Model,,,Part 121,,,,Parked,,,N,Y,Y,Y,Unscheduled Maintenance,,,,,,,,,,,,,,,,,,,Cabin Furnishing,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,Communication Breakdown,Party1 Flight Attendant; Party2 Maintenance,,1689793,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Attendant,Pre-flight; Aircraft In Service At Gate,General None Reported / Taken,Procedure; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Placard for all Flight Attendant interphones were wrong. Maintenance was mad about the write-up; saying if the phone is usable we shouldn't care about the placard. He said a lot of unprofessional opinions about us. The point is it's the incorrect placard and needs to be documented.",,,,"B777 Flight Attendant reported aircraft containing incorrect interphone placards and Maintenance having unprofessional conduct.",
1692159,201910,,,,,,0,,,,,,Night,,,,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Parked,,,N,N,Y,N,,Inspection; Installation,,,,,,,,,,,,,,,,,,Fan Reverser,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1692159,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Flight Cancelled / Delayed; General Maintenance Action,Manuals; Incorrect / Not Installed / Unavailable Part; Aircraft; Procedure,Incorrect / Not Installed / Unavailable Part,"This [Report] is filed to report FAA violation.Aircraft arrived IAH with both engines t-r hinge bump fairings in wrong configuration. These hinge bump fairings are to be installed only on inboard side of both engines.  But; on this aircraft the right engine inboard t-r hinge bump fairing was completely missing - see log XXXXXXX and sdr# XXXXXXX. The right engine outboard t-r was configured correctly with no fairings installed.... Now; the left engine inboard t-r was configured correctly with fairings installed. But the left engine outboard side also had t-r hinge bump fairing installed and this is wrong. The outboard side of left engine should not have this fairing installed - see log XXXXXXX. See attached pictures of both engines correct and wrong configuration; Illustrated Parts Catalog reference and amm reference. In a nutshell; the left engine has an extra fairing installed on outboard side and right engine is missing the required fairing on the inboard side.",,,,"Technician reported that incorrect parts were installed on both thrust reversers.",
1692191,201910,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,N,Y,Y,N,Scheduled Maintenance,Testing; Installation,,,,,,,,,,,,,,,,,,Oxygen System/Crew,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,Flight Deck,,Technician,Maintenance Airframe; Maintenance Powerplant,,,Distraction; Time Pressure; Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1692191,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,Aircraft In Service At Gate; Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Human Factors; Aircraft; Procedure,Incorrect / Not Installed / Unavailable Part,"I was assigned Aircraft X for a service check and some write ups overnight at ZZZ. I was tasked by my fellow coworkers to do exterior tasks on the service check. Once I was finished; one of my coworkers that was in his words was 'teaching me how to work and do stuff right' asked me to change the oxygen bottles and all night was giving me a bit of a hard time. I asked him if that was ok since I'm not [procedure] qualified and he answered yes. He had already printed out the R&I (Remove and Install) for the oxygen. I read the task and said to go upstairs bleed the system on the First Officer side; pull the circuit breaker; and close the bottle. I Followed the AMM on the R&I; I installed the bottle and noticed the bottle was different than any other bottle I've changed out before. As I installed the bottle and started turning the cylinder slowly; I was leak checking it; I continued turning the cylinder to a stop and felt it get tight after a couple rotations and being safe with the cylinder since it was made out of composite and felt fragile. I told my coworker I was done and he stepped inside to look over my work; I felt adequate the bottle was good because someone checked my work. Once I was finished the same coworker (the same guy giving me a hard time) asked me to close up quick and do the parts tag. As I was finishing up the putting the oxygen bottle into the stores vehicle; they had already pulled the stairs to the aircraft and was ready to push back and taxi to the gate. I followed the aircraft into gate XX and wing walked; chocked; plugged in GPU; and did a walk around after the taxi. As I finished that at the gate I proceeded to run up the get bridge as my fellow coworker that was 'teaching me' asked why I was going up stairs and I said 'to put in the circuit breaker and make sure everything was ok. He said I already did that; EVERYTHING IS OK. After my experience was questioned I felt confident when he said everything was ok.",,,,"Technician reported that distraction and pressure from a coworker resulted in a procedural error and installation of an incorrect oxygen bottle.",
1692918,201909,0601-1200,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,A300,,2,Part 121,IFR,,,Parked,,,N,N,N,N,Scheduled Maintenance,Testing; Inspection; Installation,,,,,,,,,,,,,,,,,,Pneumatic Valve/Bleed Valve,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,,Technician,Maintenance Airframe; Maintenance Powerplant,,,Training / Qualification; Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1692918,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Logbook Entry; Procedure; Incorrect / Not Installed / Unavailable Part; Human Factors,Incorrect / Not Installed / Unavailable Part,"Tech Replaced Bleed valve per AMM; Ops Leak Check Good. Same Part number was installed as removed. During final check paperwork close out; Tech was having difficulty completing parts transaction in the computer system. At this time I was approached for assistance. After discussion of the part used; Technician who completed task and review of Pratt and Whitney IPC it was decided the part was effective and the computer had incorrectly flagged as not effective and transaction was completed. Part was in fact not effective and parts computer transaction was completed in error.Closer attention to the sometimes confusing IPC's; show greater caution when computer flags a transaction. Less reliance on part number off as supporting part number on. Closer attention to published procedures. AMT Verifying parts to IPC; prior to installation.",,,,"Technician reported that confusion over a bleed valve part number caused an incorrect part to be installed.",
1694779,201910,0601-1200,BZN.Airport,MT,,,0,,,VMC,,,Daylight,,,,Corporate,Citation X (C750),,2,Part 91,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Lighting Systems,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,First Officer,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Total 12000,,,,,1694779,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Procedure; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Acted as the SIC (Second in Command) on a flight. I conducted the initial exterior and interior preflight. As part of the checklist; I accomplished the rotary test. The last item was a bulb test for instrument panel lights. During this test I did notice that the lights in all of the four of the Flight Control Shutoff Switches did illuminate. During the post flight it was determined that while all four buttons did illuminate; not all of the bulbs illuminated. While troubleshooting the system it was determined that the PCU monitoring card was not installed in the aircraft. We only accomplish this test on the first flight of every day; and none of my other crew members mentioned any anomalies. While this is only a bulb test in the future; I must be much more diligent to each and every light bulb. The fact that all four buttons did light up; my mind saw no anomalies. Had I noticed an anomaly I would have written it up for maintenance action.I never had any intention of taking off in an aircraft with any outstanding maintenance issue. This was an oversight on my part. There was no EICAS message or any other indication that there was a problem; and twice in the checklist we confirm that there are no lights on in these switches. In the future I will be much more diligent in the normal preflight activities.",,,,"CE750 First Officer reported that during the postflight; some bulbs were not properly illuminated per the requirements of the Bulb Test.",
1698425,201910,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,,,,,Air Carrier,A321,,,Part 121,,,,Parked,,,N,Y,Y,Y,Unscheduled Maintenance,Repair; Inspection; Installation,,,,,,,,,,,,,,,,,,RPM/N1/N2/Etc Indication,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,,Technician,Maintenance Airframe; Maintenance Powerplant,,,Confusion; Training / Qualification,,,1698425,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance; Person Flight Crew,Routine Inspection,General Maintenance Action,Procedure; Logbook Entry; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Aircraft X came to ZZZ with a Pilot Discrepancy for Engine 1 EPR Mode Fault. Found short P/T2 probe installed on Engine 1 nose cowl. This part is incorrect for A321. Engine 1 P2/T2 probe was replaced in ZZZ1 by contract Employee. Discrepancy was corrected by [company] mechanics in the ZZZ hangar. I was not involved with the repair; but was made aware of the event.Event occurred in ZZZ1 by contract maintenance. It was discovered that the incorrect probe was installed when Aircraft X arrived in ZZZ. Task Card 'Remove-Install Nose Cowl' explains the different probe effectivities. The reference material is very hard to follow to understand effectivity. There needs to be a more direct way to verify effectivity on engines.",,,,"Technician reported aircraft released for service with wrong part installed.",
1698762,201910,1801-2400,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,A321,,2,Part 121,IFR,Passenger,,Parked,,,N,N,Y,N,Unscheduled Maintenance,Installation; Testing; Inspection,,,,,,,,,,,,,,,,,,RPM/N1/N2/Etc Indication,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,,Technician,Maintenance Powerplant; Maintenance Airframe,,,Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1698762,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Aircraft In Service At Gate,General Flight Cancelled / Delayed; General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Manuals,Incorrect / Not Installed / Unavailable Part,"Aircraft diverted into ZZZ with EPR mode fault. System showed engine 1 EPR mode fault with fault messages of P2 T2 SENS/HC/EEC1. TSM 73-XX-XX-XXX-XXX showed a P2 T2 sensor and a relay box as possible faulty Line Replaceable Unit. I looked up the part numbers for the sensor and relay box and gave those to our AOG people to see if they could find the parts in ZZZ. I think I wrote down the wrong part number for the sensor.",,,,"Technician reported ordering the wrong part for installation on an A321 aircraft.",
1700364,201911,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin Furnishing,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,Communication Breakdown,Party1 Maintenance; Party2 Flight Attendant,,1700364,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Attendant,Aircraft In Service At Gate; Pre-flight,General Maintenance Action; General Flight Cancelled / Delayed,Incorrect / Not Installed / Unavailable Part; Aircraft; Procedure,Incorrect / Not Installed / Unavailable Part,"All interphones in the cabin are incorrect showing the wrong placard. Attached shows photo only the interphone and shows a previous airplane write up which shows the correct placard needed.",,,,"Flight Attendant reported placards for cabin interphone handsets are all incorrect.",
1700395,201911,0601-1200,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Climb,,,N,Y,Y,Y,Unscheduled Maintenance,Installation; Work Cards; Inspection; Testing,,,,,,,,,,,,,,,,,,Pressurization Control System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,Flight Deck,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1700395,Hangar / Base,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1700396,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part; Manuals; Procedure,Incorrect / Not Installed / Unavailable Part,"Aircraft was leaving from ZZZ to ZZZ1 and aircraft did not pressurize. Crew returned to field. Aircraft was in maintenance overnight with a double windshield change which requires [aircraft] to be pressurized to verify no leaks. Manual switch on the avionics ventilation overboard extract valve was missing labels for on\off position. Add perform a bite check of the avionics extract fan ventilation system; to verify proper operation of closing and opening of the valve.",,"[Report narrative contained no additional information.]",,"Technician reported an improper windshield change lead to aircraft's inability to pressurize.",
1702098,201911,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),,,Part 121,,,,Parked,,,N,Y,Y,N,Scheduled Maintenance,Work Cards; Testing; Installation; Inspection,,,,,,,,,,,,,,,,,,Main Gear,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Workload; Training / Qualification,,,1702098,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,General Flight Cancelled / Delayed; General Maintenance Action,Procedure; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"It was brought to my attention by my Base Manager; that I installed the wrong part number for an R/H MLG piston axle change on [the] aircraft. I received the call from the Lead Mechanic for the strut around the morning within the first couple hours of the shift with my riding partner. We were told that the aircraft that needed an R/H MLG strut piston axle change due to a scratch in the chrome that was out of limits.When we arrived at the hangar; there were 2 other mechanics from the night shift that had already started taking the strut apart and they agreed to stay to help until XA00. All the parts had already been ordered by the previous shift to do the job and were already at the aircraft. We gathered all the parts and inventoried them before we started. We matched everything up to all the IPC (Illustrated Parts Catalog) and AMM (Aircraft Maintenance Manual) task. Both myself and my partner were both experienced with MLG strut seal changes; but it was our first experience the piston axle change. We assembled the strut and serviced it. We finished up with the hands on maintenance about XD00; everything was done except the operations checks which we turned over to the 2nd shift mechanics. We completed the clean-up and updated all the paperwork up to the operations check task.I was told the Records Department caught the error during data entry. I believe that the cause could be partly due to inexperience with the task at hand; being it was the first time that myself and the other mechanics had had a piston axle change. The IPC was also bit cluttered with many part numbers to match correct effective parts together and that could be why I made this error.After this error was caught; the aircraft was removed from service and the strut piston was changed to the correct effective part. At the time; I was unaware of the Reference Instruction Letter and Service Information Letter for the struts effectivity made it easier to see. I think there should be a page generated with a hyper link to the Reference Instruction Letter #XXXX Rev B and Service Information Letter: SIL 02121-XX-XX XX; so that this mistake is not repeated in the future.",,,,"CRJ-700 Technician reported installing wrong main landing gear piston and axle assembly on aircraft.",
1702519,201909,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,N,Y,Y,Y,Unscheduled Maintenance,Inspection,,,,,,,,,,,,,,,,,,Emergency Equipment,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Door Area,Air Carrier,Flight Attendant In Charge; Flight Attendant (On Duty),Flight Attendant Current,,,Training / Qualification,,,1702519,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Attendant,Pre-flight,General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Procedure; Aircraft; Human Factors,Incorrect / Not Installed / Unavailable Part,"On this flight I couldn't see the survival kit lanyard while doing my safety checks and reported the discrepancy to the flight deck they called tech operations. Tech operations showed me a piece of cloth in the very back of the door frame near the girt bar; I told him that is not where the lanyard is located and showed him the operations manual. He said the plane was good to go.Today I was made aware of several other Flight Attendants not being able to locate the lanyard and being told by tech operations that we attach the survival kit after the door is opened. This is the same thing I was told and is contradictory to the Safety checklist for Ditching and the operations manual for attaching instructions located in the equipment/survival kit/operation.This discrepancy is alarming as there is no way to connect the survival kit like we are trained to.",,,,"Flight Attendant reported survival kit lanyard was incorrectly installed; causing confusion over its location.",
1703346,201911,,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,B757-200,,2,Part 121,IFR,Cargo / Freight / Delivery,,Parked,,,Y,Y,Y,Y,Unscheduled Maintenance,Inspection; Installation; Testing,,,,,,,,,,,,,,,,,,VHF,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Time Pressure,,,1703346,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural MEL / CDL,,,Person Maintenance,,General Maintenance Action; General Flight Cancelled / Delayed,Human Factors; Incorrect / Not Installed / Unavailable Part; MEL; Aircraft,Incorrect / Not Installed / Unavailable Part,"Aircraft X deferred the Number 3 Comm inoperative for dispatch purposes. Number 1 Comm was inoperative could not defer the Number 1 so swapped out Number 1 with Number 3 position transceivers. So Number 1 operational for Dispatch. Found out Day 7 that part Number's are not interchangeable. But when I referenced the IPC 23-XX-XX-X item Number XXXX it seemed to be. IPC can be very ambiguous. Not definitive to say the least. I was also not notified of this Maintenance discrepancy of the exact nature of the discrepancy. I was notified on Day 0; but the Maintenance Supervisor would not tell me the exact reason. I ask on Day 1 and then on Day 2 with no response.",,,,"Technician reported installing wrong effectivity part during MEL procedures for inoperative Number 1 VHF Comm.",
1711521,201912,0001-0600,,,,,0,,,VMC,,Poor Lighting,Night,,,,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Parked,,,Y,Y,Y,N,Scheduled Maintenance,Inspection; Repair; Testing,,,,,,,,,,,,,,,,,,Leading Edge Slat,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Other Exterior,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,,,,1711521,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural MEL / CDL,,,Person Flight Crew,In-flight,General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Incorrect / Not Installed / Unavailable Part; Procedure; MEL,Incorrect / Not Installed / Unavailable Part,"Working MEL 27-X-XX for an inoperative slat sensor on Aircraft. I replaced the slat sensor and performed ops checks. I assumed the 'in transit light' that was the reason for the MEL was on the overhead annunciator panel. I completed the operations checks and cleared the MEL.I was told that a flight crew had reported that the light bulbs hadn't been installed on the forward in transit lights.",,,,"Technician reported that during the clearance of an MEL; he did not reinstall the light bulbs for the LE SLATS IN TRANSIT light on the overhead panel.",
1716239,201912,,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,B737-900,,2,Part 121,,Passenger,,Parked,,,N,N,N,N,Unscheduled Maintenance,Inspection; Installation,,,,,,,,,,,,,,,,,,Nose Gear Wheel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repair Facility,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1716239,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Aircraft In Service At Gate,General Flight Cancelled / Delayed; General Maintenance Action,Procedure; Manuals; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Aircraft in ZZZ required 2 nose wheel tire assembly replacements due to a crew write up. The write up stated that on takeoff roll; the nose wheel vibrated; 70 kts. through nose wheel retract. History on the nose gear assembly revealed that the right-hand nose tire was replaced in ZZZ1 due to wear.As a precaution; ZZZ technicians decided to replace both nose tires. IPC 32-45-21-05; item 001L; states that part #2607825-2 is effective for the aircraft. This part number was not available in ZZZ. Part number C20637000 was available. In the side notes of IPC 32-45-21-05; item 001L; it states in the 'miscellaneous data' section that part number C20637000 is effective for the aircraft. When technicians attempted to install the nose tire (C20637000); the tire assembly would not sit flush on the axle. This resulted in not enough axle thread to be exposed to properly install the main nut to secure the tire assembly. Several issues came about from this LOSA observation. First; the IPC states that C20637000 is effective for this aircraft. The tire assembly is not a proper fit. Second; the 'miscellaneous data' section in the IPC references that part number C20637000 is not interchangeable for P-8 aircrafts. What do they mean by P-8 aircraft? Third; if part number C20637000 is effective for this aircraft per the IPC; the tire assembly has 'MAX' stenciled on the sidewall of the tire. This could potentially cause confusion to the flight crews since [the] aircraft is a 737-900ER. Fourth; since the 737MAX aircraft are currently out of service; why are MAX tires being inventoried in the serviceable racks in the terminal areas?",,,,"Technician reported conflicting information in the IPC with regards to effectiveness of Nose Wheel assemblies authorized for installation on aircraft.",
1718288,202001,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,EMB ERJ 170/175 ER/LR,,2,Part 121,IFR,Passenger,,Parked,,Class B ZZZ,N,Y,Y,N,Unscheduled Maintenance,Installation; Testing; Inspection,,,,,,,,,,,,,,,,,,Integrated Audio System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Training / Qualification; Troubleshooting,,,1718288,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural MEL / CDL,,,Person Maintenance,Other After Departure,General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Manuals; Procedure,Incorrect / Not Installed / Unavailable Part,"We had plane XXXX that had been placed on a Grounded status due to the FO (First Officer) having communication errors. The Captain could hear the FO but the FO could not hear the Captain. This issue was happening across VHF 1; 2 and 3. We 1st tried to re-stow the FO's oxygen mask which did not correct the problem. Then we swapped headsets; the Digital Audio Panel; and the mic jacks with no luck. Maintenance Control decided that we needed to try swapping COMM 1 and 2. That swap did not work as well; so Maintenance Control decided that we needed to replace NIM II. The network interface module was looked up in the maintenance manual doing a aircraft specific search and verifying it in Maintenance Software under component replacement. The search came up which we did not have at our station but it had an alternate which we did have at our station. So with time constraints upon us we chose the NIM and proceeded to change NIM II. The NIM was installed and target load was completed without an issue. Replacing the NIM II did not fix the FO's comm issue. I decided to leave the newly installed NIM on the plane and place the NIM that was taken off the plane in the SAVE program. When we returned to the office the 1st shift had arrived; so we turned over the Grounded plane to the next shift to further troubleshoot. Upon the next shift trying to return the NIM they found that they could not due to the NIM not being applicable to the plane even though it could be used for an alternate. We found that the NIM was to be used with a Pentium M processor and on plane it uses a Pentium II processor. I immediately contacted ZZZ where the plane was to land that night to be a RON and advised them that the wrong network interface module was replaced on Aircraft and if they could change it once the plane arrived. They advised me that they would and the NIM II was replaced with the correct pin which was for a Pentium II.",,,,"Technician reported installing the incorrect part on aircraft due to misreading the manual.",
1742275,202005,,,,,,0,,,,,,,,,,Air Carrier,B737-800,,2,Part 121,,,,,,,N,Y,Y,Y,Unscheduled Maintenance,Installation; Testing; Inspection,,,,,,,,,,,,,,,,,,Oil Cooler,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Other / Unknown,,,,,,,1742275,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed; General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Procedure; Aircraft,Incorrect / Not Installed / Unavailable Part,"Removing and replacing No. 2 engine fuel oil cooler;  when reinstalling line that was not removed but loosened and moved out of way; did not inspect gasket or remove and replace gasket;  sure I tightened all lines; leak checked at idle while running did not see any leaks.",,,,"B737-8 Technician reported not replacing a gasket on an oil line during an oil cooler replacement.",
