,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1575641,staffing,Aircraft X was a medical emergency who diverted to ZZZ and was handed off to the east arrival controller (position Z). The controller ran Aircraft X into RWY XXL while simultaneously conducting approaches to XXC. These runways are 1200ft apart and are considered the same runway. The Aircraft X and the Aircraft Y ended up side by side with the Aircraft X eventually passing Aircraft Y slightly before landing. Even if visual separation had been legal in this situation; it didn't take place in time to prevent the operational error. I believe that the controller thought the monitor was going to break the Aircraft Y out. Mistakes were made by the controller and most ZZZ TRACON CPC's (Certified Professional Controllers) would not have let it play out that way. However; it is also true that any other ZZZ TRACON Supervisor would've taken action and communicated and instructed in order to restore safety. That is what this [report] is about. At the time of the incident; [name removed] was the supervisor in charge of the arrival line. (position Y) [Supervisor] is an STMC (Supervisory Traffic Management Controller) who has been forced to do FLM (Frontline Marshaller) duties at ZZZ TRACON in order to compensate for our staffing crisis. [Supervisor] has zero terminal radar experience with arrivals and he has never trained on the arrival [side] at ZZZ TRACON; much less certified on any of those positions. Typically controllers spend an average of 1 year training on the arrival [side] at ZZZ TRACON and then after 6 months they begin training on the arrival coordinator position which takes several months. And then they begin training on the CIC position which requires a minimum of XY hours. [Supervisor] received none of received this training. He skipped the arrival positions; skipped the [arrival coordinator position]; and trained for two days (about 8 hours) on the [CIC] before they threw him to the wolves. He has no idea what he's doing up there and in the short time he's been working that position; there have been multiple disastrous events (see other reports).The bottom line here is that no action was taken by the supervisor in this safety event because [Supervisor] had no idea what to do or what to say or who to say it to. The ZZZ TRACON controllers were once again left with no real 'Supervision'; no leadership; no direction; no guidance; and no one to take the necessary authoritative action when things went wrong. There was no support system to fall back on. [Supervisor] literally did nothing to help coordinate/recover/take charge prior to or during this unsafe situation. He didn't even know it was happening until I came and told him. (I was the CIC at the time.) Shortly thereafter the TMC (Traffic Management Coordinator) told him he needed to do something and he still didn't. This could've ended up much worse! Please look in to [Supervisor's] training. It's not fair to him or the controllers or the thousands of people relying on our staff to be highly trained and knowledgeable.I recommend ZZZ TRACON Upper Management to follow the national training order and stop illegally throwing people on positions they're not trained and/or certified on in order to cover up staffing issues. (This has also happened with OM's [Operational Managers] taking the TMC and Flight Data positions at ZZZ TRACON because we don't have coverage.),East flow; [runways] X Left; XY Center XY Right ILS PRM's [Precision Runway Monitor's] in use. Med Emergency Aircraft X; CPR in progress on a passenger. Requests XY Left. Aircraft X comes from the southwest high and fast from the center. This aircraft doesn't descend well to begin with but he and I do the best we can. I recognize on the offset final he cannot see the field because of the top's/bases or the traffic and I yell out to the FLM (Frontline Marshaller) and monitor to pull off Aircraft Y from XY Center. Aircraft Y had to come off; that was the key to this whole issue. Unfortunately; the new FLM I believe was not sure what to do; so he did nothing. The monitor got Aircraft Y to see the airport which did nothing for us in this situation. Aircraft X got XY Left in site and I became aware very quickly that the monitor was not going to pull Aircraft Y off the final; and the FLM was not going to order the monitor to pull him off. So I cleared Aircraft X for the visual to XY Left; because I certainly wasn't going to pull him out; and instructed him to not go across that final because there was traffic directly across from him. Thankfully he got the traffic in site; and I reiterated the traffic call to ensure it was not the guy down on XY Right in site; but in fact the guy directly off his right in site on XY Center. They both landed without incident. The FLM must to take control of the situation. He/she must walk over to that monitor and tell them 'I want to pull that guy off.' Tell him to stay on the localizer; climb him until he's clear of all conflicts; and then turn him out of there; and do it now. Then this event never happens.
1580699,staffing,This evening the workload became too heavy to manage and I was forced to stop releasing flights as a last resort to maintain operational control.Within a two hour window I had the following issues:- Flight XXX1 reroute- Flight XXX2 reroute- Flight XXX3 reroute- Flight XXX4 reroute- Flight XXX5 reroute- Flight XXX6; ground delay program - Flight XXX7; ground delay program - Flight XXX8; ground delay program; multiple phone calls from ZZZ and flight crew regarding status of release.- Flight XXX9 changed alternate - Flight XXX9 changed alternate back - Flight XXX10 diverted - Flight XXX11 multiple phone calls from flight crew regarding status of release.- Flight XXX12 revised release twice; first for Captain's request for new route and flight level; second for application of MEL that required performance corrections.- Flight XXX13 long taxi out and eventual return to gate due to ground stop and thunderstorms.- Flight XXX13 refiled on different route to avoid thunderstorms and planned new alternate.- Advised multiple airborne and previously released flights of multiple moderate turbulence sigmets over Missouri; Illinois; Indiana; and Michigan.- Profiled flights that had not yet been released under the previously mentioned moderate turbulence sigmet.Four additional dispatchers were assigned in anticipation of irregular operations. Zero flights were removed from my desk.,
1582580,staffing,My dispatch desk today is home to most of the [regional] flights. As such I have the majority; if not all; of the ZZZ-ZZZ1 and ZZZ1-ZZZ routes. From the first moment I received my turnover and sat down I knew this was going to be a challenging day. My shift started [in the afternoon] so naturally all of the afternoon thunderstorms were in full swing. Today in particular the northeast was in a very dynamic weather pattern. There were thunderstorms forming in a line across PA; southern NY; CT; and MA with tops to 45;000 feet. After only an hour into my shift I realized that I definitely needed help; however; every time I pulled up the help message to fill it out; another phone call or issue occurred. By the time I looked at the clock again it was [night] and too late for help.First of all; a ZZZ-ZZZ1 flight did not want to fly through this maturing line of weather and I do not blame him. The normal ATC route goes through this weather so I created a southern route to avoid it. No southern routes were in the system so it took longer than normal to build a route; then I had to go through the ATC desk to get the route approved. Once it was approved (which took at least 20 minutes; with the flight at departure time) the Captain and I had to recalculate a new fuel load and make sure he had enough as well as the correct altitude; and we were still avoiding the weather. We worked it all out; and thinking everything was fine he called me back saying that ATC would now not let him leave on this route (even though it was approved). Ultimately after going back and forth; the only route available was the normal route through the weather. After 2.5 hours of sitting off the gate and going through these changing predicaments he went back to the gate just under the 3 hour limit. This was only one flight. Then almost immediately after that flight returned to the gate and was resolved. ZZZ1 stopped their departures. And ZZZ and ZZZ1 were both in and out of ground stops and programs it was all a blur. A mess of not having any routes available due to the thunderstorms with no update time; making it very difficult on how to advise my crews. On top of this I had two aircraft with restricted MELs and penalties that needed to be applied. Making sure one flight had enough MEL fuel for the APU burn during flight due to an IDG (Integrated Drive Generator) being inop; then another with two thrust reverser issues and having to apply multiple penalties. At the same time I had other ZZZ1-ZZZ flights dealing with this same weather and I was unable to give them as much attention. When Captains would call to see if their wheels up times had changed or if they are getting better or worse; I did not know because of the multitude of other things going on. Once one of many ZZZ-ZZZ1 flights did get airborne the thunderstorms started to cut off approaches to ZZZ1 and he was holding and was given a 40 minute update time. I sent him new numbers and he wanted to change his alternate back to ZZZ. I obliged and sent him all of the required information. Then about 15 minutes later he said he was diverting to ZZZ. At this I did not argue; or even try to convince him otherwise; or give any weather updates for ZZZ1. I did not have time and the fatigue was setting in from the constant flip flopping of programs and ground stops with ATC and the weather. Furthermore; when he did get land back to ZZZ it was technically an air interrupt. This caused even more confusion for ops; the gate; and Captain because of having to condition the time. In turn this added to the delay and subsequently led to the flight being canceled because the crew ran out of time. Anyway; all while this flight was holding for ZZZ1 and diverting back to ZZZ I had another inflight call from [another flight on a different route] concerning a sick passenger with flu-like symptoms requiring special attention when he landed in ZZZ2. While my ZZZ flight was diverting I was also coordinating with ZZZ2 ops and customer service for this passenger. Meanwhile these flights took my attention away from other flights on my desk going into ZZZ3; and to ZZZ4; and into ZZZ2. It was not fair to these flights; who deserve my attention just as much as the [regional] flights.I would love to send each of my flights play by play updates of what is going on with ground stops and programs and what the ATC desk sends to us and pass it along; but I just cannot with the magnitude of work. For example; maybe two weeks ago working this same desk in a similar situation I had 29 flights with EDCTs (Estimated Departure Clearance Times); which probably deserves its own report. But more than half of my flights were either in a program or a stop and had some sort of wheels up time. It was not even feasible to send that many ACARS messages. Not to mention most of those Captains calling for updates. Causes included: a high workload with numerous flights in the same region; in addition to ATC ground stops; programs; reroutes; departure/arrival closures. Revising reroutes and fuel burns; changing alternates due to marginal weather; return to gates; diversions; a passenger needing medical assistance; and putting in cancelations. The accumulation of all of these factors led to fatigue; increased stress; and not being able to have anything to eat until almost 6 hours into my shift (by which time the cafeteria had closed).Distribute the [regional] flights to other desks whenever there is any kind of program or stop at any time for ZZZ or ZZZ1. I would suggest only two [regional] aircraft per desk. Having all of these flights on one desk not only causes an increase in workload; but flight numbers then become confusing and you forget which flight has what going on; and who you were talking to about it.,
1588904,staffing,When handed off to BNA Approach Control; we were descending via the RYYMN4 RNAV STAR. Quickly after initial handoff to Nashville Approach; it became evident that one controller was working multiple frequencies to include at least several approach/departure frequencies; the local tower frequency; the ground control frequency [and] the clearance delivery frequency. In other words; one controller was working the entire Tower and Approach facility by himself. Shortly after checking in; we were cleared direct to a fix on the ILS 20R and told to maintain 2500 FT. Upon approaching HIKRY and not yet receiving an approach clearance; I had to query the controller several times for further clearance (we were then told to track inbound on the localizer). We later received approach clearance for the ILS 20R. Landing clearance was then not received by short final and once again I had to query the controller several times to get the landing clearance. Landing clearance was finally received when we were at about 500 FT on final approach. The traffic landing behind us also had to ask several times for landing clearance on short final before getting cleared to land. Throughout the time between checking in with Approach and parking at the gate; the sole Tower Controller was clearly task-saturated. Several aircraft were consistently on approach to land on multiple runways; several aircraft on the ground were repositioning to maintenance hangars; etc (which included runway crossings); several other aircraft were getting IFR clearances for departures; at least one of which included the lone controller coordinating EDCT/flow times). At least one aircraft departed a satellite airport under IFR during the time as well. The situation was made worse by the fact that very few of the many aircraft were using the same frequency; yet the one controller was monitoring all of the many frequencies in use. Due to this; it was clear that aircraft were quite commonly transmitting over other aircraft on different frequencies that they weren't hearing in the first place; making the controller's job that much more difficult. Also contributing to the very busy situation (as mentioned above) were several aircraft being repositioned from terminal gates to the maintenance hangar. Due to the airport layout; this requires at least two runway crossings (13/31 and 2L/20R. Exacerbating the problem is the fact that; on average; the mechanics taxiing aircraft are (understandably) not as proficient as other airport users with ATC communications. Finally; the whole situation was in the dark; in misty rain conditions with a ceiling of around 800-1000 AGL. Due to this; flight and ground visibility was compromised from our aircraft; and I'm sure from other aircraft and from the ATC Tower as well. It is plain and simple -not acceptable- to have one lone controller working the entire BNA up/down during a busy arrival push. The IFR conditions that prevailed made the situation quite worse by significantly increasing the controller's and the pilots' respective workloads. If; due to unforeseen staffing constraints (controller illness; etc); the only option to provide ATC service at BNA is to have this situation with one controller working the whole facility by himself; then it is imperative to have all aircraft on one radio frequency. If the radio transceiver hardware in the area won't allow this; then the FAA needs to modify or add hardware in order to make it possible. Additionally; if there is only one controller on duty and there are several aircraft requesting ground repositions from the terminal to hangar areas on the west side of 2L/20R; there needs to be a plan of action in place that will not allow those repositions to leave the terminal area or the hangar area until both runways are essentially closed to takeoff and landing traffic. Using 2C and 2R or 20C and 20L for departures and arrivals during busy ground reposition times would mitigate the threat posed by inexperienced taxi-qualified mechanics crossing several active runways. To that end; any taxi-qualified mechanics need to be very familiar with ATC radio communications and phraseology. Taxi-qualified mechanics need to understand the importance of using standard ATC phraseology; and need to be able to have enough situational awareness to understand when they are transmitting over aircraft on other frequencies (calling for taxi just after hearing an IFR clearance read by the controller; for instance).,
1594330,staffing,I was the only CPC in the building; working LC1; LC2; LA; and CIC; with our two lowest time developmentals beside me in GC and FD/CD. A CPC came in early to work credit; and I told him to get plugged in. A call from the supervisors' office requested him downstairs for a briefing; and I told him to call back downstairs and say he was needed for the operation. Downstairs overrode me; and added that a second CPC had also arrived early for credit but was being held downstairs for the briefing as well.Several minutes later; I cleared Aircraft X two-ship for takeoff with Aircraft Z several miles out. I did not see or hear that Aircraft Y [part of Aircraft X's flight] had aborted takeoff partway down the runway; and I was too task-saturated with traffic and phone calls to notice him. There is certainly a chance he was behind the beam that blocks a portion of the runway directly in front of the LC1 position. I was further distracted by the extremely unusual circumstance of Aircraft X coming back to my frequency off the departure end and asking to stay with me to high key. I asked if it was for both aircraft or just a single; and he was fairly nonchalant in responding 'Yeah; I'd just like to check on my wingman'. Again; not something that in anyway don't my attention to the fact that his wingman was still on the runway. While attempting to coordinate Aircraft X's request with Arrivals and Departures; I was able to make out part of Aircraft Z's transmission over the loudspeaker asking if he was cleared to land. Again; not knowing about Aircraft Y; I again cleared Aircraft Z to land. Our newest developmental made a comment as Aircraft Z was rolling out that he was probably asking because of the [aircraft] on the runway. This was the first moment I became aware Aircraft Y had not taken off. Even once I was alerted to it; actually seeing him out the window took a moment because they are almost perfectly runway colored anyway.Well; clearly all these positions combined during the middle of the day with the Air National Guard out and still departing is not a safe situation. But that isn't a procedure change. We already know that; it's been talked about many times. I really don't like the feeling of throwing anyone under the bus; but the fact is I was the lone CPC/CIC in the building with three FLM's downstairs; and when additional CPC's came in early to help they were kept out of the operation despite my protest. I had multiple frequencies; a mix of arrivals and departures; as well as at least one phone call about another aircraft. We spend too much time operating this way; and it is just too many tasks to balance when something goes awry.,
1594493,staffing,Today after turnover I had 23-26 flights in the air at one time while also having about 6 flights that were out of the gate but not off the ground. During the time that I had all these flights; I had 2 flights inbound to ZZZ. I failed to notice that ZZZ's METAR was showing FZRA. Per our FOM; Operations are prohibited in moderate and heavy freezing rain. At the time I noticed; [one of the flights] was just about to touch down. It was too late to notify the crew about it. I did notify [the next flight] however they were very close to landing as well and ended up landing without further coordination with Dispatch. I feel this could have been prevented and these flights could have been diverted and avoided a potentially unsafe situation had Dispatch not been so overloaded with flights. Our workload far exceeds what any person can safely handle. It is nearly impossible to adequately flight follow when we have 23+ airborne flights. Our workload has increased substantially with every department in the [Operations Control] being short staffed. We are taking a high number of phone calls because [Maintenance Control] and the [Operations Control] manager do not answer their phones because they are too busy and short staffed. We are constantly having to call stations and check on gates because they do not have radios and do not answer crews. All of this has compounded to make Dispatch busier than ever before and we are having a very hard time safely monitoring all flights.Every department in the [Operations Control] needs to hire more people. We have added more and more flights over the past months to years and the staffing levels have been stagnant or even decreased. The Dispatch Manager has said many times that we have hired people and we have... however we have also had people quit. Today we have [fewer dispatchers than last year] and we are doing about 120 more flights per day.,
1596732,staffing,Aircraft X with work order # after inspection of the main and standby pitot static system drains. Static line drain S3 was found full of water. This was informed to the crew chief at the time. At the time there was no personnel trained (no one in the shop had the knowledge to use testing equipment) to perform the task. I state to crew chief that this task must be performed but he told me that he will take full responsibility for the aircraft and sign out the work card and release the aircraft without the task being performed. I consider this action taken by the crew chief unsafe by going against Aircraft Maintenance Manuals and [carrier] supplements.,
1598263,staffing,Due to staffing and a recent directive; I was working ZZZ Radar while providing watch supervision and working Clearance Delivery as well. The phone rang which required me to walk across the room turning my back on the radar position I was responsible for. I answered the phone and it was POCC; [Pacific Operations Control Center] calling to coordinate planned maintenance activity for a future date. While retrieving the binder to write down the information; an aircraft called with a question. I was forced to ask the pilot to repeat the call; and the POCC person continued talking. I had to ask the pilot to repeat a second time. This made me very uncomfortable to be facing away from my radar position to answer a phone while working position. Staffing priority should reflect First person on duty works one sector with all functions combined. Second person assumes OSCIC and Flight Data/Clearance Delivery. Third person opens second operational sector.,
1601966,staffing,When I got in on the MID; the sectors were already combined at ZZZ and there were several things to do. I stayed busy for almost an hour and a half and was just managing to keep my head above water. These sectors should not have been combined. Period. We have a 4-12 shift to keep someone at work during this time to keep the highs split out from the lows and I was told the Supervisor let them go home on leave. While working the traffic I was told by area 2 that 'ZZZ1 was open'. Unlike our area; they still had highs open; super highs open and split. So in other words; during the same busy period; they had four controllers in working the sectors adjacent mine; where I was working alone and I would argue that I had more traffic at the time.ZZZ1 was yelling over at me because I had just violated them with Aircraft X. This was truly an unsafe situation and violating ZZZ1 sector was minor compared to what could have happened. The Supervisor simply left in the middle of this after taking one handoff and telling ZZZ2 to keep the next one coming. After a recent fatality; it was discovered that the area stays busy during these hours and the 4-12 person is there to mitigate it. Why he was allowed to take leave and why the sectors were combined I do not know; but it put me in a very bad situation.The Supervisor needs to understand that just because it [is close to end of shift] we don't just combine everything up so he can leave and needs to understand the purpose of the 4-12 shift. If the area right next to us recognized the need to have 4 controllers in the sectors around me; clearly someone else recognized that this was a busy time with a high traffic load.,
1603980,staffing,It's beyond ridiculous that there would ever be only 1 person working the FLL Tower; I really don't care what time it is. Tower; Ground; and Ramp Control all handled by one human is unsafe. Like I said; it was fairly busy; but even if it wasn't; shouldn't there be a bare minimum of 2 people in the Tower for the same reasons we are required to have 2 people in the cockpit?,
1605334,staffing,There are too many desks closed to meet the requirement 121.395. My desk has about 17 flights in the air at a time all over the 48 states with mod turb and as many as 28 released. I am concerned with maintaining operational control 121.533 and being able to provide timely safety info to my flights 121.601.,
1607817,staffing,Standard taxi to XXR. Flight in an unusually long departure line up of approximately eight to ten aircraft ahead and the same behind our flight. Tower Controller stated over tower frequency that no line up and wait clearances would be given because he was working both ground and tower frequencies. Eventually Aircraft Y was given takeoff clearance ahead of us. Then we were given a takeoff clearance from XXR. I taxied onto the runway slowly to give time for Aircraft Y to rotate off runway. As I lined up for takeoff both the FO (First Officer) and myself saw an aircraft crossing our runway. I brought the aircraft to a stop not having yet set takeoff power. It was then the RWLS lights (Runway Status Lights) came on (I thought a little late). My FO told the tower we would hold and wait. The tower hesitated and said something about line up and wait. The crossing aircraft cleared our runway and we were reissued another take off clearance. Rest of flight normal.I believe this event occurred because the ATC Controller was working the west side of the airport's two frequencies by himself during an unusually busy bank time late at night.I am not sure why the west side of ZZZ was so busy at that time. It did not seem normal. Even a great ATC controller cannot work this much traffic alone. Keep additional controllers around if there are unusual traffic events occurring.,Our flight was operating normally until we reached the takeoff pad for XXR. We were approximately 8 to 10 in line for takeoff. I had been flying this flight most of the month before and had not seen this much traffic in my previous experiences. I do remember the tower controller saying that he couldn't do line up and waits because he was operating both tower and ground control. I noticed even as we were number one for takeoff that there were still 8 or more behind us waiting for takeoff.Eventually we were number one for takeoff. Aircraft Y took off in front of us. The clearance for takeoff was issued prior to the previous flights rotation. The CA (Captain) was moving slow as to allow the previous flight to rotate and clear the runway. As we were lining up; I saw an aircraft crossing the runway. I said to the CA to stop and wait. Just as I said this the RWLS (Runway Status Lights) system lit up. I transmitted that we would hold and wait. Tower hesitated and said something about line up and wait. The traffic cleared the runway. Tower reissued the takeoff clearance. We responded and performed a normal takeoff. The fight proceed normally thru the rest of the flight.The event was the result of an undermanned tower. [Company] continues to expand the number of late night and extremely early departures. If there are any delays the ATC system and other services lack the ability to handle the work. Thankfully the RWLS is in place in the event we did not see the crossing traffic.
1616107,staffing,On our flight we were staffed with minimum crew of 6 flight attendants. When following the aircraft sign in sheet and abiding by the FAA minimum crew highlighted area it left door 2L without a FA (Flight Attendant) seated there. There was the Purser (myself) seated at door 1L and one FA seated at door 2R. All other flight attendants were seated aft of door 2. Door 2L is our main door we use for boarding and deplaning. Not having someone seated there is a major distraction for the FA assigned to door 2R. They not only have the two doors to arm/disarm but they also have to worry about the jetbridge/specials/gate agent at their secondary responsibility. Also during boarding they were using two doors to board passengers. That left only the aft galley FA to not only check and prep his galley but monitor bags/assist passengers/and remain vigilant of the cabin environment. Those are my concerns and observations regarding safety.Now from a service standpoint: when fulfilling the highlighted FAA minimum crew positions first that leaves us with no one in the position to work A zone galley. That obviously cannot be the case so the FA that was assigned the first class galley on the pairing worked the position even though she had to take a different jumpseat for FAA purposes. Now for in the economy cabin it took the 3 FAs working that cabin 2 hours to complete their service. Between the fact that you have only the galley FA available to sell food and nowhere to cross from aisle to aisle it made for the service extremely time consuming. A flight of that length is going to spur more passengers to buy food and not having at least a 7th flight attendant to support the economy cabin makes for an extremely long and inefficient service flow for passengers (and crew). From a staffing standpoint we had a deadheading reserve FA yet they weren't converted to work when they need was clearly present.,
1616113,staffing,Prior to the removal of [one of the] flight attendants; we had both galleys covered with a galley attendant. So the forward galley attendant basically stayed in the forward section/zone a.Now with the removal of the mid galley flight attendant; the forward galley flight attendant spends a lot of time in the mid galley setting up carts; coordinating the service and general service duties.Prior to this change there was always an emphasis placed on cockpit security and that the forwards area/ zone A should always have a flight attendant there to observe cockpit activity etc. Now that the forward galley attendant spends a lot of time in the mid galley there is no coverage in zone A or the cockpit area. No one to observe suspicious activity; etc. Isn't this a safety concern that the company is overlooking with the removal of the mid galley attendant. We now have the cockpit area/zone A completely uncovered.,
1630870,staffing,We are normally staffed minimally staffed with 4 people for the mid shift; to work 3 positions. Yesterday afternoon; a controller called off on sick leave. Management made the decision to only hold over one person from the eve watch; giving one of the three controllers on the mid shift a break during his shift. The other two controllers were forced to work all night without a break until the day crew arrived. So between the hours of midnight to XA00 local; the facility was staffed with three controllers for three positions. This lack of staffing causes added stress to the workers which results in fatigue and adds risk to the National Airspace System.I recommend not staffing the mid shift with the bare minimum of 4 controllers for 3 positions; utilizing operational risk management; that if someone calls off sick; it doesn't leave a facility at risk with fatigue and added stress; because controllers are being forced to work positions for five hours without a break.This is added stress and fatigue on workers that are already being forced to work six day work weeks. Because our employer is not providing mandatory staffing; in my case; seven weeks of overtime in a row. I am forced to end my week at XB15 local on Saturday morning. I am forced to start my week Sunday evenings at XF15 local. I am in the facility 49 straight days in a row before being scheduled a [scheduled day off].,
1648574,staffing,I was working R-XY with Sector YX combined. A CPC-IT was training on the D-side by a CPC. Due to a building line of thunderstorms from AMA to CME; aircraft were being routed over CNX. There were significant weather deviations approximately half of all aircraft were not on route and deviating around weather. ABQ approach was 'straight in'. There was a point where I had approximately 20 overflight aircraft (12 or so being DEN landing aircraft); and I had 2 ABQ outbound and 2 ABQ inbound). Traffic complexity and volume on the sector reached a point where I no longer had any idea if traffic was coming together or not. I could not ensure that aircraft were separated.During the heaviest volume; my FLM came to the sector and said to slow all DEN inbounds as much as possible. I said I cannot do that at this time due to volume.I really felt helpless that no TMC or FLM was giving me any assistance. No TMI; no miles-in-trail spacing. I just really felt like 30+ aircraft were dumped on my very small airspace. Both the CPC-IT in training; and the CPC behind here were helping me to scan; but I really felt unsafe due to the high volume and weather deviations.I was being asked to give help to the next sector; which I could not do. I was doing everything in my power just to stay afloat and keep everyone separated. I felt really demoralized because I could not help the sector next to me like my FLM asked.Due to the lack of staffing; I am in a constant state of fatigue. I've worked 6-day work weeks for probably X+ years now. My mental acuity is really low; and I really dread coming into work during weather season. That session was not safe at all.I have no recommendations. TMU did nothing. I was left to sink or swim on my own.My morale is the lowest it's ever been right now. I'm exhausted.,
1654265,staffing,While working combined sectors the weather closed down the east coast. I started receiving traffic from the east coast from overland while also receiving traffic going south already established on the AR routes. I told my supervisor of the coming traffic problems. I had a lot of weather already in my airspace along with warning areas active all around. I worked through the mess for a while before I had to ask for the sector to be split. The traffic continued to build over the next 2 hours. It was very clear that no plan was in place or being worked on. I continued to work extreme traffic through weather for the next 2 hours and 15 minutes. I had to ask for a tracker. We were so busy they had one standing over my shoulder and the sector next to me because we didn't have enough staffing to give both of us a tracker. I finally had to beg for a dedicated tracker for safety. I had so many planes I couldn't see them all. It was one of the worst safety issues I have been involved with while being here. The red number for sector 52 is 23 and I was working well over 30 for a number of blocks in weather. 23 is the max under ideal conditions. Over 30 with weather over at least an hour and a half time frame is just unacceptable. In an agency that claims to be worried about safety it was very clear it didn't matter this time frame. The sector south of my airspace also experienced the same amount of volume and complexity. I spent over 2 hours on position. We never have a plan in place when these issues come up. It always seems to be a total surprise when it happens. We have been told by every manager we are not allowed to slow traffic down due to staffing. You even say the 'staffing' word and they change it to weather or something else. We were not; nor have been; properly staffed to handle this types of weather events. I understand things take a little bit to filter down through the pipeline but 1 hour and 30 minutes of solid red complex red traffic with weather is unacceptable.,
1654560,staffing,I walked into the Control Room to start my shift and the Controller working [two combined sectors] was shouting at the Supervisor that he 'really needs this split now.' I was given a verbal weather briefing to save the time of watching the mandatory briefing prepared by our CWU (Center Weather Unit) so that I could immediately split [the] sector. At the time I assumed the position; there was moderate traffic and a large area of weather in the sector which was confining all of the north and southbound traffic to a corridor approximately 15-20 miles wide in the northern 2/3 of the sector. There was 20 miles in trail to FLL posted; and 15 miles in trail to MIA pending. The Atlantic routes were closed and all that traffic was also flowing through our hole in the weather.As the morning push continued to build; and two additional FLL departures were released off of CHS into a mix of other FLL landing traffic which were already going to require vectors south of the weather to achieve the required 20 miles; the complexity in the sector began to build significantly. At some point; I believe I was given a D-side and [another sector] and I began working to establish some sort of a start on the south Florida spacing for the controllers to our south. Our Supervisor was coordinating heavily with the east area to try and ensure that any additional FLL and MIA traffic coming into [our area] was in trail or routed down the middle of the state to ease the burden on those sectors; but in between doing that; I noticed he was also spending a lot of time at [another] sector; essentially acting like his D-side. This was when I looked at our break list and realized that every Controller in the south area was currently plugged in working traffic. Over the course of the next hour or [two]; I heard 2 different controllers ask for D-sides; only to be told that nobody was available for them. However; the traffic and complexity in my sector continued to build and would eventually be flowing in their direction.We were told that TMU (Traffic Management Unit) had gotten some relief on the MIA and FLL spacing; but by this point it was almost moot; as it had become almost impossible to keep track of the sequence between the MIA; FLL; and MCO traffic between me and the high side; given the volume and weather deviations as well as the aircraft being added into the mix further south from [other] sectors. The Controller working [the adjacent] sector at the time is; [in] my opinion; a very strong Controller and one whom I have seen work through some very difficult situations with relative comfort in the past. Controller had no D-side; and was taking my handoffs progressively closer and closer to the boundary as the session wore on. While Controller never refused a handoff from me; I could tell that Controller was working right at the limit (and again; in my opinion; well beyond the safe limits for any Controller without a D-side). I made the decision to place a FLL lander who was tied with another with a third behind that into holding. I also began descending all of my MCO landing traffic to get under all of the overflights and vectored the next three due east for a couple of minutes to give Controller a little gap in the stream for some 'breathing room.'The traffic continued to be very heavy and extremely complex for approximately an hour; and I released my D-side to go help at [the other sector] well before I would have normally released a D-side; simply because Controller needed it more than me and there was nobody left in the building to help Controller. Traffic and complexity continued to be very high through about noon; but at least we had staffing to appropriately deal with it after that first session of the morning. I should also note that I walked into the Control Room with the Controller who wound up working [the adjacent sector] during that session. Controller had been there since 6 and told me Controller was told to take a 15 minute break because our Supervisor knew that he'd need Controller to open a sector soon. Upon speaking with my area representative after the incident; he was told by our Operations Manager that ZJX TMU had requested a [flow program] and was denied by the Command Center.Our staffing numbers are lower than we have ever had in all my years at ZJX. We routinely drop our schedule with 8 or 9 controllers on a shift. While we controllers like to complain about having less or shorter breaks due to staffing; the reality is that on most days we absolutely can run the area with numbers this low. That being said; when there is weather or volume - neither of which are exactly uncommon in the south area at ZJX; there are times when we simply do not have the bodies to staff the positions necessary. We have 6 sectors and when it is busy; it is not uncommon to have a D-side at 4 of them and possibly a tracker somewhere too. In fact; when I came in for my midnight shift tonight; I was told by the night shift that at one point they had 13 people plugged in. We probably should have had 10 or 11; but I think we only had 8 or 9 at work at the time this morning. I feel like if the Agency is committed to running the area on bare-bones staffing; then they need to be committed to taking the necessary action required in the instances when it becomes unsafe to continue running the volume through an understaffed area. It is completely unacceptable that drastic and immediate action is not taken when two different sectors ask for D-sides and nobody is available to help.,
1654569,staffing,I really don't know where to start; this being the third time this week I've been put in an unsafe situation. Today we had weather since I came in at XA:00. All the ZZZ departures and ZZZ1 departures were flying the same route deviating for the weather we had nobody to help and my scope was clutter with airplanes. I can't believe there was no spacing requested when everyone knew about what the airplanes were doing; except apparently our TMU (Traffic Management Unit. I couldn't call weather; and everyone was stepping on each other on the frequency because every aircraft want to deviate. It has been a bad week and like I said at the beginning this was the third time this week we were put in an unsafe situation. Our staffing is bad and they don't want to talk about it. Yesterday on the same sector a bunch of aircraft with in trail spacing to ZZZ2 and about 30 of the ZZZ2. The problem is not so much the traffic; it was the in trail spacing having all that traffic on headings to get the spacing. I'm pretty frustrated with the situations we have been dealing specially this week; hopefully we can be better to keep the flying public safe. Plan ahead there is no reason for me working that amount of aircraft before XA:30. If that is the case then why we have TMU for.,
1656573,staffing,I was called in to work a sector. My D-side was told to go to another sector that had more traffic. I was OK for a little while to work without one. Traffic started picking back up and I needed a D-side; I asked for one and was told there was no one available to work my D-side. I was spacing for two airports. I was forced to spin aircraft in order to get the spacing. I needed a D-side and there was not enough Controllers. I was overloaded and I felt it was unsafe to work that many aircraft. We need more people or the traffic slowed down to help keep our airspace safe.,
